contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
virus--NC_009875.1	17938	No	NA	20	17	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_009237.1	37446	No	NA	52	34	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_009810.1	38867	No	NA	62	33	0	High-quality	High-quality	96.92	AAI-based (high-confidence)	0.0	1.0	
virus--NC_009994.1	9570	No	NA	1	1	0	High-quality	High-quality	97.61	AAI-based (high-confidence)	0.0	1.0	
virus--NC_009551.1	43249	No	NA	41	15	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
virus--NC_009568.1	7522	No	NA	5	3	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
virus--NC_010739.1	7582	No	NA	6	5	0	High-quality	High-quality	99.58	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011086.1	6290	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011142.1	47453	No	NA	76	40	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_010562.1	3357	No	NA	2	2	0	Low-quality	Genome-fragment	31.91	AAI-based (high-confidence)	0.0	1.0	low-confidence ITR
virus--NC_010490.1	4945	No	NA	3	2	0	Low-quality	Genome-fragment	29.28	AAI-based (high-confidence)	0.0	1.0	
virus--NC_010954.1	9656	No	NA	1	1	0	High-quality	High-quality	98.74	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011054.1	58037	No	NA	107	92	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011063.1	3100	No	NA	1	1	0	Medium-quality	Genome-fragment	68.64	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011286.1	64562	No	NA	80	52	0	High-quality	High-quality	97.91	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011800.1	8791	No	NA	8	3	0	High-quality	High-quality	98.62	AAI-based (high-confidence)	0.0	1.05	
virus--NC_012703.1	11631	No	NA	6	3	0	High-quality	High-quality	99.57	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011618.1	4746	No	NA	2	2	0	High-quality	High-quality	92.51	AAI-based (high-confidence)	0.0	1.0	
virus--NC_011702.1	13696	No	NA	7	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_013035.1	7184	No	NA	6	5	0	High-quality	High-quality	98.79	AAI-based (high-confidence)	0.0	1.0	
virus--NC_013059.1	40975	No	NA	56	46	0	High-quality	High-quality	97.95	AAI-based (high-confidence)	0.0	1.0	
virus--NC_014093.1	3253	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_014361.1	5232	No	NA	6	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_014358.1	4944	No	NA	3	3	0	High-quality	High-quality	95.03	AAI-based (high-confidence)	0.0	1.0	
virus--NC_014637.1	617453	No	NA	569	195	14	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_014792.1	169285	No	NA	290	266	0	High-quality	High-quality	99.05	AAI-based (high-confidence)	0.0	1.0	
virus--NC_014954.1	7182	No	NA	5	5	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_015263.1	114768	No	NA	144	55	1	High-quality	High-quality	90.9	AAI-based (high-confidence)	0.0	1.0	
virus--NC_015937.1	151483	No	NA	150	14	0	High-quality	High-quality	97.55	AAI-based (high-confidence)	0.0	1.0	
virus--NC_015454.1	29074	No	NA	42	40	0	High-quality	High-quality	98.77	AAI-based (high-confidence)	0.0	1.0	
virus--NC_015280.1	181044	No	NA	217	147	3	High-quality	High-quality	99.57	AAI-based (high-confidence)	0.0	1.0	
virus--NC_015706.1	7718	No	NA	5	4	0	High-quality	High-quality	93.74	AAI-based (high-confidence)	0.0	1.0	
virus--NC_016961.1	11616	No	NA	3	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_017862.1	7582	No	NA	6	6	0	High-quality	High-quality	99.97	AAI-based (high-confidence)	0.0	1.0	
virus--NC_018458.1	7551	No	NA	6	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_018461.1	6861	No	NA	1	1	0	Medium-quality	Genome-fragment	55.82	AAI-based (high-confidence)	0.0	1.0	
virus--NC_018848.1	37612	No	NA	53	17	1	High-quality	High-quality	98.08	AAI-based (high-confidence)	0.0	1.0	
virus--NC_019454.1	44546	No	NA	55	37	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_019421.1	48396	No	NA	75	37	0	High-quality	High-quality	97.5	AAI-based (high-confidence)	0.0	1.0	
virus--NC_020486.1	171211	No	NA	202	172	0	High-quality	High-quality	98.09	AAI-based (high-confidence)	0.0	1.0	
virus--NC_020903.1	4655	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_020499.1	5413	No	NA	4	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_020810.1	11976	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_020900.1	19979	No	NA	7	1	0	High-quality	High-quality	99.13	AAI-based (high-confidence)	0.0	1.0	
virus--NC_022646.1	101818	No	NA	118	95	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_022746.1	42957	No	NA	53	35	0	High-quality	High-quality	98.93	AAI-based (high-confidence)	0.0	1.0	
virus--NC_022553.1	3952	No	NA	1	1	0	Low-quality	Genome-fragment	20.48	AAI-based (high-confidence)	0.0	1.0	
virus--NC_023424.1	10673	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_023442.1	120420	No	NA	118	103	0	Medium-quality	Genome-fragment	85.69	AAI-based (high-confidence)	0.0	1.0	
virus--NC_023720.1	53142	No	NA	85	77	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_023878.1	3062	No	NA	2	1	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
virus--NC_024503.1	3933	No	NA	1	1	0	Low-quality	Genome-fragment	20.48	AAI-based (high-confidence)	0.0	1.0	
virus--NC_024766.1	7310	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_025404.1	15504	No	NA	8	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_025488.1	3403	No	NA	2	0	0	Low-quality	Genome-fragment	14.64	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
virus--NC_025430.1	42351	No	NA	58	45	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_026281.1	6843	No	NA	1	1	0	Medium-quality	Genome-fragment	55.48	AAI-based (high-confidence)	0.0	1.0	
virus--NC_025835.1	10192	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_026315.1	7687	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_026316.1	7593	No	NA	1	1	0	High-quality	High-quality	99.52	AAI-based (high-confidence)	0.0	1.0	
virus--NC_026922.1	157977	No	NA	144	109	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_026923.1	179110	No	NA	207	179	1	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
virus--NC_027117.1	10485	No	NA	11	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_027398.1	38742	No	NA	56	44	0	High-quality	High-quality	98.75	AAI-based (high-confidence)	0.0	1.0	
virus--NC_027643.1	4654	No	NA	5	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_027803.1	3950	No	NA	1	1	0	Low-quality	Genome-fragment	20.48	AAI-based (high-confidence)	0.0	1.0	
virus--NC_027779.1	7320	No	NA	6	6	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_028093.1	182309	No	NA	244	140	1	Complete	High-quality	100.0	ITR (high-confidence)	0.0	1.0	
virus--NC_028145.1	3579	No	NA	2	1	0	Low-quality	Genome-fragment	33.24	AAI-based (high-confidence)	0.0	1.0	
virus--NC_028462.1	9850	No	NA	3	1	0	High-quality	High-quality	91.83	HMM-based (lower-bound)	0.0	1.0	
virus--NC_028480.1	4781	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_028482.1	11877	No	NA	5	3	0	High-quality	High-quality	99.53	AAI-based (high-confidence)	0.0	1.0	
virus--NC_028680.1	50515	No	NA	82	75	0	High-quality	High-quality	97.31	AAI-based (high-confidence)	0.0	1.0	
virus--NC_028655.1	39235	No	NA	48	44	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
virus--NC_028975.1	9654	No	NA	4	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_029096.1	5003	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_029917.1	3950	No	NA	1	1	0	Low-quality	Genome-fragment	16.89	AAI-based (high-confidence)	0.0	1.0	
virus--NC_030201.1	9518	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_030205.1	7535	No	NA	10	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_030464.1	3124	No	NA	3	2	0	Medium-quality	Genome-fragment	56.75	HMM-based (lower-bound)	0.0	1.0	
virus--NC_030849.1	10887	No	NA	1	1	0	High-quality	High-quality	99.88	AAI-based (high-confidence)	0.0	1.0	
virus--NC_030914.1	75462	No	NA	93	61	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
virus--NC_031077.1	41760	No	NA	54	38	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031035.1	61626	No	NA	88	74	0	High-quality	High-quality	99.02	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031106.1	9112	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031127.1	240761	No	NA	262	134	0	High-quality	High-quality	99.59	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031079.1	11843	No	NA	6	4	0	High-quality	High-quality	97.11	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_029054.2	10173	No	NA	1	1	0	High-quality	High-quality	98.32	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031230.1	98136	No	NA	178	81	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031305.1	10833	No	NA	5	5	0	Medium-quality	Genome-fragment	88.96	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031222.1	4753	No	NA	1	1	0	Low-quality	Genome-fragment	35.66	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031747.1	6205	No	NA	6	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031749.1	10193	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031913.1	41807	No	NA	65	51	0	High-quality	High-quality	99.08	AAI-based (high-confidence)	0.0	1.0	
virus--NC_031943.1	40470	No	NA	56	49	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_032187.1	3325	No	NA	2	2	0	Medium-quality	Genome-fragment	66.01	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_032185.1	3168	No	NA	1	1	0	Medium-quality	Genome-fragment	70.38	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_032205.1	9107	No	NA	2	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_032496.1	20278	No	NA	22	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
virus--NC_032532.1	10859	No	NA	3	2	0	High-quality	High-quality	96.05	HMM-based (lower-bound)	0.0	1.0	
virus--NC_032628.1	6503	No	NA	1	1	0	Medium-quality	Genome-fragment	58.9	HMM-based (lower-bound)	0.0	1.0	
virus--NC_032965.1	5510	No	NA	6	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033115.1	10962	No	NA	7	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033287.1	5924	No	NA	1	1	0	Medium-quality	Genome-fragment	75.78	AAI-based (high-confidence)	0.0	1.0	
virus--NC_032854.1	9041	No	NA	1	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
virus--NC_033158.1	10650	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_032835.1	3643	No	NA	3	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033208.1	3891	No	NA	3	2	0	Medium-quality	Genome-fragment	65.83	HMM-based (lower-bound)	0.0	1.0	
virus--NC_033248.1	3663	No	NA	3	3	0	Medium-quality	Genome-fragment	84.84	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_033080.1	9147	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033027.1	9614	No	NA	5	2	0	Medium-quality	Genome-fragment	76.31	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033820.1	7746	No	NA	1	1	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_034493.1	4379	No	NA	1	1	0	Low-quality	Genome-fragment	35.37	AAI-based (high-confidence)	0.0	1.0	
virus--NC_034443.1	11450	No	NA	6	5	0	High-quality	High-quality	99.26	AAI-based (high-confidence)	0.0	1.0	
virus--NC_034466.1	3630	No	NA	1	1	0	Low-quality	Genome-fragment	30.11	AAI-based (high-confidence)	0.0	1.0	low-confidence ITR
virus--NC_036636.1	12063	No	NA	1	1	0	Medium-quality	Genome-fragment	64.71	AAI-based (high-confidence)	0.0	1.0	
virus--NC_033320.1	3165	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
virus--NC_035450.1	11851	No	NA	5	2	0	High-quality	High-quality	99.84	AAI-based (high-confidence)	0.0	1.0	
virus--NC_049361.1	31181	No	NA	58	51	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_049367.1	32270	No	NA	60	55	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_049369.1	28983	No	NA	49	44	0	High-quality	High-quality	94.14	AAI-based (high-confidence)	0.0	1.0	
virus--NC_047766.1	38890	No	NA	49	45	0	High-quality	High-quality	97.1	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048644.1	43922	No	NA	63	51	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_047826.1	40214	No	NA	47	41	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
virus--NC_041981.1	176055	No	NA	273	194	0	High-quality	High-quality	98.7	AAI-based (high-confidence)	0.0	1.0	
virus--NC_042006.1	41208	No	NA	49	40	0	High-quality	High-quality	99.41	AAI-based (high-confidence)	0.0	1.0	
virus--NC_054714.1	164254	No	NA	234	112	0	High-quality	High-quality	99.91	AAI-based (high-confidence)	0.0	1.0	
virus--NC_042315.1	56719	No	NA	101	92	0	High-quality	High-quality	98.28	AAI-based (high-confidence)	0.0	1.0	
virus--NC_054663.1	50483	No	NA	73	59	0	High-quality	High-quality	99.43	AAI-based (high-confidence)	0.0	1.0	
virus--NC_038235.1	15222	No	NA	11	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_038352.1	3208	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_038360.1	3230	No	NA	2	2	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043105.1	14861	No	NA	9	5	0	Medium-quality	Genome-fragment	87.61	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_039219.1	10254	No	NA	1	1	0	High-quality	High-quality	96.73	AAI-based (high-confidence)	0.0	1.0	
virus--NC_038507.1	103531	No	NA	89	44	0	Medium-quality	Genome-fragment	83.9	AAI-based (high-confidence)	0.0	1.0	
virus--NC_038532.1	5050	No	NA	3	2	0	Medium-quality	Genome-fragment	81.77	HMM-based (lower-bound)	0.0	1.0	
virus--NC_038562.1	9455	No	NA	1	1	0	High-quality	High-quality	97.95	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043176.1	3643	No	NA	2	1	0	Low-quality	Genome-fragment	30.28	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043194.1	3603	No	NA	1	1	0	Low-quality	Genome-fragment	35.94	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_038717.1	6925	No	NA	1	1	0	Medium-quality	Genome-fragment	55.62	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043382.1	4901	No	NA	2	2	0	Medium-quality	Genome-fragment	55.94	HMM-based (lower-bound)	0.0	1.2	low-confidence DTR
virus--NC_036605.1	3151	No	NA	1	1	0	Low-quality	Genome-fragment	27.47	AAI-based (high-confidence)	0.0	1.0	
virus--NC_047879.1	60160	No	NA	82	46	1	High-quality	High-quality	96.9	AAI-based (high-confidence)	0.0	1.0	
virus--NC_054452.1	43779	No	NA	62	54	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_054782.1	52879	No	NA	90	86	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_047904.1	42551	No	NA	56	24	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_051693.1	57159	No	NA	97	86	0	High-quality	High-quality	99.03	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043412.1	3035	No	NA	3	3	0	Low-quality	Genome-fragment	34.3	HMM-based (lower-bound)	0.0	1.0	
virus--NC_042113.1	93848	No	NA	174	164	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
virus--NC_047941.1	41832	No	NA	47	29	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_043445.1	13072	No	NA	6	5	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.2	
virus--NC_039073.1	5668	No	NA	1	1	0	Medium-quality	Genome-fragment	64.32	AAI-based (high-confidence)	0.0	1.0	
virus--NC_049384.1	160766	No	NA	219	182	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_052939.1	17450	No	NA	25	9	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_055751.1	58695	No	NA	91	54	0	High-quality	High-quality	99.57	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048020.1	52992	No	NA	86	26	0	High-quality	High-quality	98.23	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048678.1	48288	No	NA	83	8	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_051580.1	69471	No	NA	107	68	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_055761.1	144311	No	NA	203	143	0	Medium-quality	Genome-fragment	82.55	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048032.1	14123	No	NA	22	10	0	Low-quality	Genome-fragment	31.12	AAI-based (high-confidence)	0.0	1.0	
virus--NC_051676.1	58701	No	NA	107	90	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_040309.1	9585	No	NA	9	0	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
virus--NC_040341.1	6357	No	NA	7	3	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048683.1	59715	No	NA	71	65	0	Medium-quality	Genome-fragment	83.55	AAI-based (high-confidence)	0.0	1.0	
virus--NC_048107.1	17700	No	NA	20	16	0	High-quality	High-quality	98.86	AAI-based (high-confidence)	0.0	1.0	
virus--NC_055735.1	70494	No	NA	93	32	0	High-quality	High-quality	95.06	AAI-based (medium-confidence)	0.0	1.0	
virus--NC_040357.1	8971	No	NA	3	1	0	High-quality	High-quality	100.0	HMM-based (lower-bound)	0.0	1.0	
virus--NC_040382.1	3156	No	NA	3	2	0	Low-quality	Genome-fragment	47.72	HMM-based (lower-bound)	0.0	1.0	
virus--NC_040390.1	3241	No	NA	1	1	0	Low-quality	Genome-fragment	39.14	AAI-based (high-confidence)	0.0	1.0	
virus--NC_040393.1	3493	No	NA	1	1	0	Low-quality	Genome-fragment	40.57	AAI-based (high-confidence)	0.0	1.0	
virus--NC_040399.1	7326	No	NA	2	1	0	Medium-quality	Genome-fragment	61.35	AAI-based (high-confidence)	0.0	1.0	
virus--NC_040508.1	7557	No	NA	1	1	0	Medium-quality	Genome-fragment	68.16	AAI-based (high-confidence)	0.0	1.0	
virus--NC_040594.1	8966	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
virus--NC_040616.1	7496	No	NA	5	4	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
